id,tenant_id,institution_id,template_id,parent_section_id,title,description,sequence,created_by,updated_by,deleted_at,deleted_by,is_evidence,is_deleted,created_at,updated_at
467,362,1870,30096,459,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei XX rodas de conversa com XX moradores da comunidade/bairro xxxxxx. Na ocasião, consegui perceber que, muitas vezes, eles não tinham conhecimentos sobre as mudanças climáticas e seus impactos no local, assim como os eventos que eles atribuem às mudanças climáticas e principalmente das ações necessárias para o cuidado e melhoria do meio ambiente, visando o equilíbrio climático. 
Entendi, então, a importância deste tipo de competência técnica e conceitual para que a atualização e realização de formação continuada dessas pessoas.
Realizamos uma agenda de capacitação com eles no dia X, com duração de XX, e tivemos a presença de XX participantes. XX deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. XX realizaram uma atividade avaliativa, que me permitiu verificar que eles, de fato, apreenderam o tema estudado. 
Quando terminamos a capacitação, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:03:51.004-03:00,2024-09-24T10:04:58.617-03:00
1730,54,,13,121,Demanda sociocomunitária e motivação acadêmica,"Citar a situação-problema da comunidade e esclarecer de que maneira isto impacta a vida social, educacional, cultural e/ou econômica das pessoas envolvidas. Nesta etapa, você descreverá como os conteúdos estudados na disciplina permitem que ajude esta comunidade a solucionar ou reduzir as queixas identificadas. Aqui, você descobrirá a importância de estudar e como isto pode melhorar a vida das pessoas à sua volta. 

Exemplo: 
Nesse campo, você deve demonstrar como a aplicação dos conhecimentos aprendidos no ensino superior ajuda na solução de demandas reais da comunidade. Organizar eventos corporativos é uma competência que os alunos precisam desenvolver nesta disciplina e importante para sua formação. A realização de um treinamento que ensine a comunidade a organizar eventos voltados a seus funcionários ajudará microempreendedores locais a manterem seus colaboradores por mais tempo, e logo, serem bem-sucedidos em seus negócios.",3,,,,,false,false,2024-10-17T11:53:53.295-03:00,2024-10-17T14:28:22.389-03:00
1582,362,1870,30134,1574,Avaliação dos resultados alcançados,"Descrever os instrumentos que serão usados para avaliar como a atividade de extensão ajudou a comunidade na redução de suas queixas ou problemas identificados. Além disto, é importante também descrever o que você espera em termos de resultado com a realização da sua atividade. 

Exemplo:
Nas rodas de conversa, identificou-se que alguns professores têm dificuldade de estabelecer uma interface entre os conhecimentos de História da Matemática e a elaboração de atividades didáticas nas quais a História da Matemática fosse utilizada no seu aspecto de estratégia didática ou inserida no conteúdo de Matemática da Educação Básica. 

Objetivo: Capacitar XX professores sobre as tendências metodológicas relacionadas à História da Matemática, como uma das tendências em Educação Matemática,  conteúdo e metodologias para a educação infantil, com uma proposta de elaboração de atividade, até o dia XX
Para avaliar o resultado, usou-se os seguintes indicadores: 
Número de professores participantes da capacitação; 
Satisfação dos professores participantes com o conteúdo da capacitação; 
Número de professores aprovados ao final da capacitação.",3,,,,,false,false,2024-08-14T09:18:23.179-03:00,2024-08-14T09:18:23.339-03:00
491,362,1870,30098,483,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tive oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável. Escolhi trabalhar o tema dentro do ambiente escolar.  Realizei uma roda de conversa com professores da unidade escolar XXXXXX. Na ocasião, consegui perceber que, muitos professores desconhecem a robótica educacional dentro do ambiente escolar. Além disso, alguns não sabem como trabalhar com ela na escola o que impacta a ausência de conexão entre a realidade dos alunos da educação básica (Fundamental I, II e Ensino Médio). Ou seja, não se sentem preparados para enfrentar a tecnologia dentro da sala de aula. Apesar disso, eles se mostraram motivados a participar da oficina para conhecer mais sobre o assunto e para estabelecer estratégias viáveis para introduzir a robótica educacional na escola e também para trabalhar com ela nas suas disciplinas. Foi interessante, pois muitos professores sinalizaram a importância da robótica educacional como uma ferramenta de aquisição do conhecimento e transformação do aluno. Realizei uma agenda de atualização com professores, através de oficina, no dia X, com duração de XX, e tive a presença de XX participantes. XX deles responderam um questionário que indicou a satisfação com o conteúdo apresentado. Quando terminei oficina, notei que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:03:55.764-03:00,2024-09-24T10:04:59.11-03:00
179,362,1870,30008,171,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei duas rodas de conversa com professores da unidade de educação infantil xxxxxx. Na ocasião, consegui perceber que, muitas vezes, eles tinham dificuldades de incluir todos os alunos nas atividades, ressaltando a importância da ludicidade para atrair o público em questão. Entendi, então, a importância deste tipo de competência técnica e conceitual para que a atualização e realização de formação continuada de professores.
Realizamos uma agenda de capacitação com professores no dia X, com duração de XX, e tivemos a presença de XX participantes. XX deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. XX realizaram uma atividade avaliativa, que me permitiu verificar que eles, de fato, entenderam a importância de metodologias e conteúdos lúdicos para o processo de aprendizagem. 
Quando terminamos a capacitação, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:02:53.88-03:00,2024-09-24T10:04:59.301-03:00
2669,54,,91,1057,Identificação das partes envolvidas e parceiros,"Descrever as partes envolvidas no projeto, quem é o público da comunidade local envolvido na atividade (incluindo: perfil socioeconômico, escolaridade, gênero, faixa etária, dados sociais e quantidade estimada de participantes, dentre outras informações importantes). Nesta etapa, é importante demonstrar quem são as pessoas envolvidas na sua atividade de extensão. Lembre-se: você escolhe qual público deseja escolher para realizar esta atividade.  

Exemplo: 
O projeto envolverá os colaboradores de uma empresa com infraestrutura de redes Windows, com necessidades de consultoria na administração do sistema operacional. A empresa possui cerca de 30 computadores em sua rede. A atividade contará com a colaboração de um técnico da própria empresa e do gerente, que facilitará a comunicação e o agendamento das sessões de treinamento. O nome da empresa é X, seu endereço completo é Y, o técnico se chama Carlos Cruz e o gerente se chama João da Silva.
(Observe que seu texto deve ser compatível com o previsto na Seção Descrição do Público Envolvido do Plano de Aprendizagem dessa Disciplina.)",1,,,,,false,false,2024-10-17T11:59:29.815-03:00,2024-10-17T14:31:42.37-03:00
1732,54,,13,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-10-17T11:53:53.669-03:00,2024-10-17T14:28:22.767-03:00
1733,54,,13,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-10-17T11:53:53.852-03:00,2024-10-17T14:28:22.949-03:00
1734,54,,13,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-10-17T11:53:54.049-03:00,2024-10-17T14:28:23.121-03:00
1735,54,,13,123,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
Foto ou vídeo do treinamento com os microempreendedores para identificar a situação-problema que eles convivem no dia a dia de seus negócios. 
Foto ou arquivo digital do material do treinamento. 
Foto ou arquivo digital da Lista de presença de realização do treinamento. 
Fotos do dia de realização da atividade.",2,,,,,true,false,2024-10-17T11:53:54.24-03:00,2024-10-17T14:28:23.326-03:00
2239,54,,55,627,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional, pois ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei uma oficina com associações empresariais, microempresas, empresas de pequeno porte e empreendedores individuais. Na ocasião, consegui perceber que, muitas vezes, eles não tinham prática e conhecimento em estratégias de Marketing Internacional. Entendi, então, a importância deste tipo de competência técnica para que os negócios da comunidade pudessem tornar-se bem-sucedidos. 
Realizamos a oficina no dia X, com duração de X h, e tivemos a presença de 20 participantes. 17 deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. 15 realizaram uma pesquisa, que me permitiu verificar que eles, de fato, aprenderam a importância de ações alinhadas ao Marketing Internacional para expansão e reposicionamento de seus negócios. 
Quando terminamos o projeto, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, com dedicação de parte do meu tempo de estudo, e, principalmente, com a percepção de que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-10-17T11:56:53.973-03:00,2024-10-17T14:29:59.156-03:00
803,362,1870,30016,795,Relato da experiência individual no desenvolvimento do projeto,"O relato precisará conter: 

Contextualização: Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
Metodologia: Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
Resultados e Discussão: Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Veja o Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei duas rodas de conversa com jovens e adultos do local. Na ocasião, consegui perceber que, muitas vezes, que eles tinham dificuldades de adotar hábitos saudáveis que evitassem o aparecimento de disfunções estéticas corporal e, ainda, não sabiam para que serviam os cosméticos corporais. Alguns deixavam os produtos vencerem nas prateleiras dos banheiros. 
Realizamos uma agenda de orientação com os jovens e adultos no dia X, com duração de Xh, e tivemos a presença de x participantes. X deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. x realizaram uma atividade avaliativa, que me permitiu verificar que eles, de fato, aprenderam o sentido de saúde estética corporal.
Quando terminamos a capacitação, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:04:57.781-03:00,2024-09-24T10:04:59.496-03:00
1738,54,,13,121,Identificação das partes envolvidas e parceiros,"Descrever as partes envolvidas no projeto, quem é o público da comunidade local envolvido na atividade (incluindo: perfil socioeconômico, escolaridade, gênero, faixa etária, dados sociais e quantidade estimada de participantes, dentre outras informações importantes). Nesta etapa, é importante demonstrar quem são as pessoas envolvidas na sua atividade de extensão.  

Exemplo: 
Nesse campo, escreva as informações sobre as microempresas e empresas de pequeno porte que possam ser impactados com o treinamento (nome, endereço, porte da empresa, número de funcionários, nicho de mercado, principais produtos/serviços, dentre outras informações). Escreva também sobre os parceiros que possam participar do treinamento ajudando você, um gestor de Marketing, por exemplo.",1,,,,,false,false,2024-10-17T11:53:54.804-03:00,2024-10-17T14:28:23.883-03:00
1740,54,,13,123,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei um treinamento com os microempreendedores locais. Na ocasião, consegui perceber que, muitas vezes, eles não tinham práticas de eventos internos porque não sabiam como estes funcionavam ou imaginavam se tratar de procedimentos de alto valor de investimento. Entendi, então, a importância deste tipo de competência técnica para que os negócios da comunidade pudessem tornar-se bem-sucedidos. 
Realizamos o evento no dia X, com duração de Xh, e tivemos a presença de 20 participantes. 17 deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. 15 realizaram uma pesquisa, que me permitiu verificar que eles, de fato, aprenderam importância dos eventos de endomarketing e se dispuseram a realizá-los em seus negócios. 
Quando terminamos o treinamento, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-10-17T11:53:55.179-03:00,2024-10-17T14:28:24.288-03:00
1903,54,,27,290,Envolvimento do público participante,"Apresentar como a comunidade atuará no planejamento, desenvolvimento e avaliação da atividade de extensão.  O diálogo constante com esses grupos ou indivíduos é fundamental para que ocorra a interação entre a instituição de ensino e a comunidade. É preciso deixar claro como essa troca de informações, dados e conhecimentos ocorre entre o estudante e os participantes da sua atividade. Lembre-se: é imprescindível produzir registros (ex: fotos, capturas de tela, mensagens, formulários etc.) das reuniões, discussões, interações para evidenciar os encontros, garantindo a demonstração do envolvimento da comunidade na sua atividade). Todos estes registros devem entrar na Seção “Evidências das Atividades Realizadas”. 



Exemplo:
Roda da Conversa com professores da unidade escolar para identificar a situação-problema que eles convivem no dia a dia da sua rotina escolar.  
Organização do material da oficina 
Lista de presença (com legenda) de realização da oficina 
Fotos (com legenda) do dia de realização da atividade.",2,,,,,false,false,2024-10-17T11:54:54.653-03:00,2024-10-17T14:28:56.086-03:00
2245,54,,56,638,Plano de trabalho com cronograma das atividades,"Descrever o plano de trabalho (o que fazer; quando fazer; como fazer; para quem fazer, onde fazer), incluindo informações sobre cada uma das ações a serem executadas para alcançar os objetivos da atividade de extensão.  
O que fazer: indique a ação que precisa ser realizada; 
Quando fazer: quando será realizada a ação, prazo de realização; 
Como fazer: como você realizará esta ação, incluindo os recursos mínimos necessários;   
Para quem fazer: quem irá participar desta ação;  
Onde fazer: local em que realizará a ação.  

Nesse campo, você deve apresentar o Plano de Trabalho: 

Exemplo:
Objetivo: Capacitar cinco microempreendedores em treinamento prático acerca da importância dos eventos sociais e esportivos para seus colaboradores até o dia X 

Ação 1: Preparar o material da capacitação.
O que fazer: Organizar os slides e material da sua capacitação;  
Quando fazer: Até 7 dias antes da realização do treinamento; 
Como fazer: Ler os conteúdos digitais da SAVA, os livros indicados nas referências na Biblioteca Virtual, identificar quais deles você utilizará no treinamento; 
Para quem fazer: Microempreendedores da comunidade que participarão da atividade;  
Onde fazer: No seu local de estudo. 

Ação 2: 
O que fazer: ...
Quando fazer: ...
Como fazer: ...
Para quem fazer: ...
Onde fazer: ...",1,,,,,false,false,2024-10-17T11:56:57.272-03:00,2024-10-17T14:30:00.265-03:00
1416,362,1870,30119,1407,Evidências das atividades realizadas,"Incluir evidências do processo de desenvolvimento da atividade de extensão (ex: fotografias, capturas de tela ou por vídeos, carta de autorização assinada pelos participantes da comunidade local, carta de apresentação etc.). Este conjunto de evidências comprovará a realização das atividades, como também poderão ser usadas para exposição da atividade em mostras acadêmico-científicas e seminários de extensão a serem realizados pela instituição de ensino. 

Exemplo:
A Foto 1 ilustra a conversa realizada com o diretor e/ou gestor principal da empresa, realizada no dia X.
A foto 2 ou o comunicado enviado aos colaboradores sobre o início da pesquisa de clima, num total de ZZ colaboradores.
O formulário desenvolvido para a pesquisa de clima.
O relatório com os resultados da pesquisa em gráficos.

É IMPORTANTE relatar textualmente nesse item o que representa cada evidência (foto, documento, vídeo)",2,,,,,true,false,2024-08-14T09:17:33.565-03:00,2024-08-15T13:53:39.977-03:00
827,362,1870,30018,819,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei duas rodas de conversa com os idosos no LOCAL XXX. Na ocasião, consegui perceber que, muitas vezes, eles não tinham preocupação com queda no ambiente domiciliar. Entendi, então, a importância deste tipo de competência técnica para redução do risco de quedas em idosos, prevenção fraturas e suas possíveis complicações. 
Realizamos uma agenda de capacitação com os idosos no dia X, com duração de Xh, e tivemos a presença de 19 participantes. 17 deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. Além disso, 15 idosos realizaram uma atividade avaliativa, que me permitiu verificar que eles, de fato, aprenderam os princípios básicos discutidos em grupo. 
Quando terminamos a capacitação, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:05:02.529-03:00,2024-09-24T10:04:59.997-03:00
539,362,1870,30020,531,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao promover sugestões visando à melhoria da qualidade do meio ambiente.
Realizei reuniões com o responsável pelo estabelecimento visitado e percebi que provoquei nele uma mudança positiva de mentalidade quanto ao gerenciamento dos resíduos gerados nas atividades. Por conta disso, foram/serão implementadas medidas visando à reciclagem dos resíduos, o que contribui para a qualidade do meio ambiente em uma perspectiva regional.
Quando terminamos a tarefa, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:04:05.298-03:00,2024-09-24T10:05:00.16-03:00
791,362,1870,30015,783,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público-alvo.
Realizei X rodas de conversa/encontro(s) com as pessoas da comunidade local. Na ocasião, consegui perceber que, muitas vezes, elas até tinham uma certa noção do que era acupuntura, mas não tinham a informação de que ela pode ser disponibilizada no SUS. Entendi, então, a importância deste tipo de ação de divulgação/extensão. 
Realizamos uma agenda de capacitação com as pessoas da comunidade no dia X, com duração de X horas, e tivemos a presença de 19 participantes. 17 deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. 
Quando terminamos a capacitação, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, dedicando parte do meu tempo de estudo, e, principalmente, que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-05-31T21:04:55.408-03:00,2024-09-24T10:04:59.829-03:00
1742,54,,14,,DIAGNÓSTICO E TEORIZAÇÃO,,1,,,,,false,false,2024-10-17T11:53:57.688-03:00,2024-10-17T14:28:24.642-03:00
1743,54,,14,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-10-17T11:53:57.905-03:00,2024-10-17T14:28:24.851-03:00
1744,54,,14,,ENCERRAMENTO DA ATIVIDADE,,3,,,,,false,false,2024-10-17T11:53:58.109-03:00,2024-10-17T14:28:25.026-03:00
2247,54,,56,639,Relato da experiência individual no desenvolvimento do projeto,"Seu relato precisará conter: 
1. CONTEXTUALIZAÇÃO – Explicar a experiência de extensão vivenciada, contextualizando a sua participação, explicando ainda como teoria e os conteúdos dessa disciplina foram aplicados na prática, a partir desta troca com a comunidade local. 
2. METODOLOGIA – Descrever que métodos foram usados para realizar sua atividade de extensão, isto é, dinâmicas de grupo, entrevistas, questionários, ou algum outro método de levantamento de dados, e explicar o que foi efetivamente executado, incluindo os detalhes de implementação.
3. RESULTADOS E DISCUSSÃO - Detalhar os resultados obtidos na atividade realizada, como, por exemplo, os impactos que ela gerou na comunidade envolvida, as facilidades e dificuldades que você enfrentou durante esta experiência e quais descobertas e aprendizagens teve neste processo. 

Exemplo:
A relação entre a experiência vivida e o conteúdo estudado foi fundamental para meu desenvolvimento pessoal e profissional, pois ao relacionar a prática com o conteúdo teórico, tive uma compreensão mais profunda e consegui compreender como aplicar na vida real. Tivemos oportunidade de contribuir positivamente para a sociedade ao identificar as necessidades deste público vulnerável.
Realizei um treinamento com os microempreendedores locais. Na ocasião, consegui perceber que, muitas vezes, eles não tinham práticas de eventos internos porque não sabiam como estes funcionavam ou imaginavam tratar- se de procedimentos de alto valor de investimento. Entendi, então, a importância deste tipo de competência técnica para que os negócios da comunidade pudessem tornar-se bem-sucedidos. 
Realizamos o evento no dia X, com duração de X h, e tivemos a presença de 20 participantes. 17 deles responderam um questionário que indicou a satisfação com o conteúdo e a atividade realizada. 15 realizaram uma pesquisa, que me permitiu verificar que eles, de fato, aprenderam a importância de eventos associados ao Marketing Social, Ambiental e Esportivo e se dispuseram a realizá-los em seus negócios. 
Quando terminamos o projeto, percebi que esta experiência despertou em mim e nos participantes senso de responsabilidade social e coletiva, com dedicação de parte do meu tempo de estudo, e, principalmente, com a percepção de que aquilo que aprendi pode fazer a diferença na vida das pessoas.",1,,,,,false,false,2024-10-17T11:56:57.627-03:00,2024-10-17T14:30:00.619-03:00
1791,54,,18,,PLANEJAMENTO PARA DESENVOLVIMENTO DA ATIVIDADE,,2,,,,,false,false,2024-10-17T11:54:15.305-03:00,2024-10-17T14:28:34.297-03:00
